csúcsid;alcsúcsid;MEGNEVEZES;alcsúcsid_megnevezes;MERTEKEGYSEG;kapcsolat
m332;-1;Testsúlya a kívánt érték fölött van?;Nem, ideális a súlyom;NULL;m333,m341,m342,
m332;0;Testsúlya a kívánt érték fölött van?;igen, 1-5 kg-mal;NULL;m333,m341,m342,
m332;1;Testsúlya a kívánt érték fölött van?;igen, 5-10 kg-mal;NULL;m333,m341,m342,
m332;2;Testsúlya a kívánt érték fölött van?;igen, több, mint 10 kg-mal;NULL;m333,m341,m342,
m332;3;Hányszor szült gyermeket?;nincs válasz;NULL;m333,m341,m342,
m333;0;Hányszor szült gyermeket?;egyszer sem;NULL;m341,m342,
m334;-1;Hányszor szült gyermeket?;egyszer;NULL;m341,m342,
m334;0;Hányszor szült gyermeket?;Kétszer;NULL;m341,m342,
m334;1;Hányszor szült gyermeket?;Több, mint kétszer;NULL;m341,m342,
m334;2;Milyen testhelyzetben tölti munkanapja nagyobb részét?;nincs válasz;NULL;m341,m342,
m334;3;Milyen testhelyzetben tölti munkanapja nagyobb részét?;Ülve, állva vagy járkálva kevesebb, mint napi 4 órát.;NULL;m341,m342,
m335;-1;Milyen testhelyzetben tölti munkanapja nagyobb részét?;Ülve, állva vagy járkálva kevesebb, mint napi 4-8 órát.;NULL;m341,m342,
m335;0;Milyen testhelyzetben tölti munkanapja nagyobb részét?;Ülve, állva vagy járkálva kevesebb, több, mint napi 8 órát.;NULL;m341,m342,
m335;1;Milyen testhelyzetben tölti munkanapja nagyobb részét?;Ülve, állva vagy járkálva kevesebb, több, mint napi 8 órát és rendszersen utazom autóval, vonattal,;NULL;m341,m342,
m336;-1;Viszérbetegség kérdõív összpontszám;pont;NULL;m341,m342,
m336;0;Viszérbetegség kérdõív besorolás;Nem kiértékelhetõ;NULL;m341,m342,
m336;1;Viszérbetegség kérdõív besorolás;kicsi kockázat;NULL;m341,m342,
m336;2;Viszérbetegség kérdõív besorolás;magasabb kockázat;NULL;m341,m342,
m336;3;Viszérbetegség kérdõív besorolás;kialakult a betegség, vagy igen magas kockázat;NULL;m341,m342,
m337;-1;Vastagbéldaganat rizikó teszt pontszám;NULL;NULL;m341,m342,
m337;0;Vastagbél rizikó teszt megfelelõsége;eltérõ érték;NULL;m341,m342,
m337;1;Vastagbél rizikó teszt megfelelõsége;megfelelõ érték;NULL;m341,m342,
m337;2;Vastagbél rizikó teszt megfelelõsége;ismeretlen;NULL;m341,m342,
m337;3;Computeres látásvizsgálat (jobb) SPH;NULL;NULL;m341,m342,
m338;-1;Computeres látásvizsgálat (jobb) CYL;NULL;NULL;m341,m342,
m338;0;Computeres látásvizsgálat (jobb) AXIS;NULL;NULL;m341,m342,
m338;1;Computeres látásvizsgálat (jobb) kiértékelése (MÁESZ);eltérõ érték;NULL;m341,m342,
m338;2;Computeres látásvizsgálat (jobb) kiértékelése (MÁESZ);megfelelõ érték;NULL;m341,m342,
m338;3;Computeres látásvizsgálat (jobb) kiértékelése (MÁESZ);ismeretlen;NULL;m341,m342,
m339;-1;Computeres látásvizsgálat (bal) SPH;NULL;NULL;m341,m342,
m339;0;Computeres látásvizsgálat (bal) CYL;NULL;NULL;m341,m342,
m339;1;Computeres látásvizsgálat (bal) AXIS;NULL;NULL;m341,m342,
m339;2;Computeres látásvizsgálat (bal) kiértékelése (MÁESZ);eltérõ érték;NULL;m341,m342,
m339;3;Computeres látásvizsgálat (bal) kiértékelése (MÁESZ);megfelelõ érték;NULL;m341,m342,
m340;-1;Computeres látásvizsgálat (bal) kiértékelése (MÁESZ);ismeretlen;NULL;m341,m342,
m340;0;Szemüveg dioptria vizsgálat (dioptria);NULL;NULL;m341,m342,
m340;1;Szemüveg dioptria vizsgálat kiértékelése (MÁESZ);eltérõ érték;NULL;m341,m342,
m340;2;Szemüveg dioptria vizsgálat kiértékelése (MÁESZ);megfelelõ érték;NULL;m341,m342,
m340;3;Szemüveg dioptria vizsgálat kiértékelése (MÁESZ);ismeretlen;NULL;m341,m342,
m341;0;Bõr hidratáltság vizsgálata (pont);NULL;NULL;m342,
m342;-1;Bõr hidratáltság vizsgálat (kiértékelés MÁESZ);eltérõ érték;NULL;
m342;1;Bõr hidratáltság vizsgálat (kiértékelés MÁESZ);megfelelõ érték;NULL;
m342;2;Bõr hidratáltság vizsgálat (kiértékelés MÁESZ);ismeretlen;NULL;
m342;3;Bõr faggyútartalmának vizsgálata (pont);NULL;NULL;
m344;0;Bõr faggyútartalmának vizsgálata (kiértékelés MÁESZ);eltérõ érték;NULL;
m344;1;Bõr faggyútartalmának vizsgálata (kiértékelés MÁESZ);megfelelõ érték;NULL;
m344;2;Bõr faggyútartalmának vizsgálata (kiértékelés MÁESZ);ismeretlen;NULL;
m348;0;Bõr pigmentásió vizsgálata (pont);NULL;NULL;m361,
m348;1;Bõr pigmentásió vizsgálata (kiértékelés MÁESZ);eltérõ érték;NULL;m361,
m348;2;Bõr pigmentásió vizsgálata (kiértékelés MÁESZ);megfelelõ érték;NULL;m361,
m352;0;Bõr pigmentásió vizsgálata (kiértékelés MÁESZ);ismeretlen;NULL;m361,
m352;1;Computeres látásvizsgálat összevont eredménye;eltérõ;NULL;m361,
m352;2;Computeres látásvizsgálat összevont eredménye;normális;NULL;m361,
m354;0;Computeres látásvizsgálat összevont eredménye;nem számolható;NULL;
m354;1;Szokott-e fájni a lábfeje, talpa, bokája reggel felkelésnél?;nem;NULL;
m354;2;Szokott-e fájni a lábfeje, talpa, bokája reggel felkelésnél?;igen;NULL;
m356;0;Szokott-e fájni a lábfeje, talpa, bokája reggel felkelésnél?;nem ismert;NULL;
m356;1;Van-e a lábán, talpán: tyúkszem, bütyök, kalapácsujj, bõrkeményedés?;nem;NULL;
m356;2;Van-e a lábán, talpán: tyúkszem, bütyök, kalapácsujj, bõrkeményedés?;igen;NULL;
m358;0;Van-e a lábán, talpán: tyúkszem, bütyök, kalapácsujj, bõrkeményedés?;nem ismert;NULL;
m358;1;Szokott-e indokolatlanul fájni: lábszára, térde, csípõje, dereka?;nem;NULL;
m358;2;Szokott-e indokolatlanul fájni: lábszára, térde, csípõje, dereka?;igen;NULL;
m360;0;Szokott-e indokolatlanul fájni: lábszára, térde, csípõje, dereka?;nem ismert;NULL;
m360;1;Anyajegyeinek száma;nincs kitöltve;NULL;
m360;2;Anyajegyeinek száma;20-nál kevesebb;NULL;
m361;0;Anyajegyeinek száma;20-50 között;NULL;
m361;1;Anyajegyeinek száma;50-nél több;NULL;
m361;2;Van-e szabálytalan anyajegye (szabálytalan alakú, nem szimmetrikus, 2-nél több színû, 6 mm-nél nagyo;nem ismert;NULL;
m362;0;Van-e szabálytalan anyajegye (szabálytalan alakú, nem szimmetrikus, 2-nél több színû, 6 mm-nél nagyo;nincs;NULL;
m362;1;Van-e szabálytalan anyajegye (szabálytalan alakú, nem szimmetrikus, 2-nél több színû, 6 mm-nél nagyo;02.jan;NULL;
m362;2;Van-e szabálytalan anyajegye (szabálytalan alakú, nem szimmetrikus, 2-nél több színû, 6 mm-nél nagyo;3 vagy több;NULL;
m363;0;Haj, szemszín, szeplõk;nincs kitöltve;NULL;
m363;1;Haj, szemszín, szeplõk;szõke haj, kék szem együtt (esetleg szeplõk);NULL;
m363;2;Haj, szemszín, szeplõk;vörös haj, kék szem, szeplõk együtt;NULL;
m364;0;Haj, szemszín, szeplõk;más;NULL;
m364;1;Napozási képesség;nincs megadva;NULL;
m364;2;Napozási képesség;soha nem égek le, azonnal barnulok,;NULL;
m365;0;Napozási képesség;elõször leégek, azután barnulok,;NULL;
m365;1;Napozási képesség;mindig leégek, soha nem barnulok;NULL;
m365;2;Gyermekkori hólyagos leégések;nincs kitöltve;NULL;
m365;3;Gyermekkori hólyagos leégések;nem fordult elõ;NULL;
m366;0;Gyermekkori hólyagos leégések;1-2 alkalommal;NULL;
m366;1;Gyermekkori hólyagos leégések;3 vagy több alkalommal;NULL;
m366;2;Rokonságban elõfordult-e melanoma?;nem;NULL;
m366;3;Rokonságban elõfordult-e melanoma?;igen;NULL;
m367;0;Rokonságban elõfordult-e melanoma?;nem ismert;NULL;
m367;1;Rokonságban melanoma milyen fokon fordult elõ?;nincs kitöltve;NULL;
m367;2;Rokonságban melanoma milyen fokon fordult elõ?;szülõk, testvérek;NULL;
m367;3;Rokonságban melanoma milyen fokon fordult elõ?;nagyszülõk, testvérek;NULL;
m368;0;Rokonságban melanoma milyen fokon fordult elõ?;elõzõektõl távolabbi rokonság;NULL;
m368;1;Szabadban eltöltött órák száma;nincs kitöltve;NULL;
m368;2;Szabadban eltöltött órák száma;0- fél óra;NULL;
m368;3;Szabadban eltöltött órák száma;1-2 óra;NULL;
m369;0;Szabadban eltöltött órák száma;3 vagy annál több óra;NULL;
m369;1;Az elmúlt öt évben volt-e vastagbél tükrözése?;nem;NULL;
m369;2;Az elmúlt öt évben volt-e vastagbél tükrözése?;igen;NULL;
m369;3;Az elmúlt öt évben volt-e vastagbél tükrözése?;nem ismert;NULL;
m370;0;Az elmúlt évben volt-e széklet vértesztje (FOB)?;nem;NULL;
m370;1;Az elmúlt évben volt-e széklet vértesztje (FOB)?;igen;NULL;
m370;2;Az elmúlt évben volt-e széklet vértesztje (FOB)?;nem ismert;NULL;
m371;0;Túlsúlyos vagy elhízott?;nem;NULL;
m371;1;Túlsúlyos vagy elhízott?;igen;NULL;
m371;2;Túlsúlyos vagy elhízott?;nem ismert;NULL;
m371;3;Fogyaszt-e rendszeresen nagy zsírtartalmú ételeket?;nem;NULL;
m372;0;Fogyaszt-e rendszeresen nagy zsírtartalmú ételeket?;igen;NULL;
m372;1;Fogyaszt-e rendszeresen nagy zsírtartalmú ételeket?;nem ismert;NULL;
m372;2;Fogyaszt-e naponta alkoholos italokat?;nem;NULL;
m372;3;Fogyaszt-e naponta alkoholos italokat?;igen;NULL;
m373;0;Fogyaszt-e naponta alkoholos italokat?;nem ismert;NULL;
m373;1;Kezelik-e cukorbetegség miatt?;nem;NULL;
m373;2;Kezelik-e cukorbetegség miatt?;igen;NULL;
m374;0;Kezelik-e cukorbetegség miatt?;nem ismert;NULL;
m374;1;Kapott-e sugárterápiát korábban?;nem;NULL;
m374;2;Kapott-e sugárterápiát korábban?;igen;NULL;
m375;0;Kapott-e sugárterápiát korábban?;nem ismert;NULL;m386,m415,
m375;1;Nem fogyasztok zöldséget, gyümölcsöt naponta.;nem;NULL;m386,m415,
m375;2;Nem fogyasztok zöldséget, gyümölcsöt naponta.;igen;NULL;m386,m415,
m376;0;Nem fogyasztok zöldséget, gyümölcsöt naponta.;nem ismert;NULL;m386,m415,
m376;1;Nem végzek közepes aktivitású fizikai tevékenységet min 30 percig a hét több napján.;nem;NULL;m386,m415,
m376;2;Nem végzek közepes aktivitású fizikai tevékenységet min 30 percig a hét több napján.;igen;NULL;m386,m415,
m377;0;Nem végzek közepes aktivitású fizikai tevékenységet min 30 percig a hét több napján.;nem ismert;NULL;m386,m415,
m377;1;A FOB teszt (széklet vérteszt) eredménye pozitív volt-e?;nem;NULL;m386,m415,
m377;2;A FOB teszt (széklet vérteszt) eredménye pozitív volt-e?;igen;NULL;m386,m415,
m378;0;A FOB teszt (széklet vérteszt) eredménye pozitív volt-e?;nem ismert;NULL;m386,m415,
m378;1;Idõsebb, mint 50 év?;nem;NULL;m386,m415,
m378;2;Idõsebb, mint 50 év?;igen;NULL;m386,m415,
m379;0;Idõsebb, mint 50 év?;nem ismert;NULL;m386,m415,
m379;1;Kezelték-e korábban a következõ betegségek miatt? Vastagbél polip?;nem;NULL;m386,m415,
m379;2;Kezelték-e korábban a következõ betegségek miatt? Vastagbél polip?;igen;NULL;m386,m415,
m380;0;Kezelték-e korábban a következõ betegségek miatt? Vastagbél polip?;nem ismert;NULL;m386,
m380;1;Elõfordult családjában vastagbélrák vagy polip?;nem;NULL;m386,
m380;2;Elõfordult családjában vastagbélrák vagy polip?;igen;NULL;m386,
m381;0;Elõfordult családjában vastagbélrák vagy polip?;nem ismert;NULL;m386,
m381;1;Vastagbélrák kialakulás kockázata (MAESZ);jelentõs;NULL;m386,
m381;2;Vastagbélrák kialakulás kockázata (MAESZ);mérsékelt vagy enyhe;NULL;m386,
m382;0;Vastagbélrák kialakulás kockázata (MAESZ);normál kockázat;NULL;m386,m415,
m382;1;Vastagbélrák kialakulás kockázata (MAESZ);Nem értékelhetõ;NULL;m386,m415,
m382;2;Kezeléték-e korábban gyulladásos bélbetegség, vastagbélrák, emlõrák miatt?;nem;NULL;m386,m415,
m383;0;Kezeléték-e korábban gyulladásos bélbetegség, vastagbélrák, emlõrák miatt?;igen;NULL;m386,m415,
m383;1;Kezeléték-e korábban gyulladásos bélbetegség, vastagbélrák, emlõrák miatt?;nem ismert;NULL;m386,m415,
m383;2;Neuropátia pontszám besorolás (-5,6,7-8) MAESZ;nem számítható;NULL;m386,m415,
m384;0;Neuropátia pontszám besorolás (-5,6,7-8) MAESZ;0-5;NULL;m386,m415,
m384;1;Neuropátia pontszám besorolás (-5,6,7-8) MAESZ;6;NULL;m386,m415,
m384;2;Neuropátia pontszám besorolás (-5,6,7-8) MAESZ;08.j?l;NULL;m386,m415,
m385;0;Szemszárazság teszt;NULL;NULL;m386,m415,
m385;1;Szemszárazság teszt megfelelo? (MAESZ);eltéro érték;NULL;m386,m415,
m385;2;Szemszárazság teszt megfelelo? (MAESZ);megfelelo érték;NULL;m386,m415,
m386;1;Szemszárazság teszt megfelelo? (MAESZ);ismeretlen;NULL;
m386;2;Laktóz érzékenység teszt pontszám;NULL;NULL;
m386;3;Laktóz érzékenység teszt pontszám besorolás;nem besorolható;NULL;
m386;4;Laktóz érzékenység teszt pontszám besorolás;valószínuleg nincs tejcukor érzékenység;NULL;
m387;0;Laktóz érzékenység teszt pontszám besorolás;felmerül tejcukor érzékenység;NULL;m386,m415,
m387;1;Laktóz érzékenység kiértékelése (MAESZ);eltéro érték;NULL;m386,m415,
m387;2;Laktóz érzékenység kiértékelése (MAESZ);megfelelo érték;NULL;m386,m415,
m388;0;Laktóz érzékenység kiértékelése (MAESZ);ismeretlen;NULL;
m388;1;Fizikai aktivitás szintfelmérõ teszt pontszáma;NULL;NULL;
m388;2;Fizikai aktivitás szintfelmérõ teszt pontszám kiértékelése;nem besorolható;NULL;
m388;3;Fizikai aktivitás szintfelmérõ teszt pontszám kiértékelése;mindenképp életmódváltás ajánlott;NULL;
m390;0;Fizikai aktivitás szintfelmérõ teszt pontszám kiértékelése;alacsony fizikai aktivitás;NULL;
m390;1;Fizikai aktivitás szintfelmérõ teszt pontszám kiértékelése;közepes fizikai aktivitás;NULL;
m390;2;Fizikai aktivitás szintfelmérõ teszt pontszám kiértékelése;megfelelo fizikai aktivitás;NULL;
m392;0;Fizikai aktivitás szintfelmérõ teszt pontszám kiértékelése;tökéletes fizikai aktivitás;NULL;
m392;1;Fizikai aktivitás szintfelmérõ értékelése (MAESZ);eltéro érték;NULL;
m392;2;Fizikai aktivitás szintfelmérõ értékelése (MAESZ);megfelelo érték;NULL;
m393;0;Fizikai aktivitás szintfelmérõ értékelése (MAESZ);ismeretlen;NULL;
m393;1;Fogyaszt zöldséget, gyümölcsöt naponta?;nem;NULL;
m393;2;Fogyaszt zöldséget, gyümölcsöt naponta?;igen;NULL;
m395;0;Fogyaszt zöldséget, gyümölcsöt naponta?;ismeretlen;NULL;
m395;1;Közepes aktivitású fizikai tevékenységet végzek min. 30 percig a hét több napján?;nem;NULL;
m395;2;Közepes aktivitású fizikai tevékenységet végzek min. 30 percig a hét több napján?;igen;NULL;
m395;3;Közepes aktivitású fizikai tevékenységet végzek min. 30 percig a hét több napján?;ismeretlen;NULL;
m395;4;Milyen rendszerességgel végez megeroltetõ mozgást?;ismeretlen;NULL;
m395;5;Milyen rendszerességgel végez megeroltetõ mozgást?;napi 10-20 perc, naponta;NULL;
m396;0;Milyen rendszerességgel végez megeroltetõ mozgást?;napi 10-20 perc, heti 2-3 alkalommal;NULL;
m396;1;Milyen rendszerességgel végez megeroltetõ mozgást?;napi 10-20 perc, hetente;NULL;
m396;2;Milyen rendszerességgel végez megeroltetõ mozgást?;napi 10-20 perc, ritkábban;NULL;
m397;0;Milyen rendszerességgel végez megeroltetõ mozgást?;napi 10-20 perc, soha;NULL;m415,
m397;1;Milyen rendszerességgel végez megeroltetõ mozgást?;napi 20-30 perc, naponta;NULL;m415,
m397;2;Milyen rendszerességgel végez megeroltetõ mozgást?;napi 20-30 perc, heti 2-3 alkalom;NULL;m415,
m398;0;Milyen rendszerességgel végez megeroltetõ mozgást?;napi 20-30 perc, hetente;NULL;m415,
m398;1;Milyen rendszerességgel végez megeroltetõ mozgást?;napi 20-30 perc, ritkábban;NULL;m415,
m398;2;Milyen rendszerességgel végez megeroltetõ mozgást?;napi 20-30 perc, soha;NULL;m415,
m399;0;Milyen rendszerességgel végez megeroltetõ mozgást?;napi 30 percnél több, naponta;NULL;m400,m430,m406,m416,m765,m769,m407,m417,m766,m767,m770,m556,
m399;1;Milyen rendszerességgel végez megeroltetõ mozgást?;napi 30 percnél több, heti 2-3 alkalom;NULL;m400,m430,m406,m416,m765,m769,m407,m417,m766,m767,m770,m556,
m399;2;Milyen rendszerességgel végez megeroltetõ mozgást?;napi 30 percnél több, hetente;NULL;m400,m430,m406,m416,m765,m769,m407,m417,m766,m767,m770,m556,
m399;3;Milyen rendszerességgel végez megeroltetõ mozgást?;napi 30 percnél több, ritkábban;NULL;m400,m430,m406,m416,m765,m769,m407,m417,m766,m767,m770,m556,
m399;4;Milyen rendszerességgel végez megeroltetõ mozgást?;napi 30 percnél több, soha;NULL;m400,m430,m406,m416,m765,m769,m407,m417,m766,m767,m770,m556,
m399;5;Megerolteto testmozgással kapcsolatos kérdés pontszáma;hiányos kitöltés;NULL;m400,m430,m406,m416,m765,m769,m407,m417,m766,m767,m770,m556,
m399;6;Megerolteto testmozgással kapcsolatos kérdés pontszáma;0 pont;NULL;m400,m430,m406,m416,m765,m769,m407,m417,m766,m767,m770,m556,
m399;7;Megerolteto testmozgással kapcsolatos kérdés pontszáma;1 pont;NULL;m400,m430,m406,m416,m765,m769,m407,m417,m766,m767,m770,m556,
m399;8;Megerolteto testmozgással kapcsolatos kérdés pontszáma;2 pont;NULL;m400,m430,m406,m416,m765,m769,m407,m417,m766,m767,m770,m556,
m399;9;Megerolteto testmozgással kapcsolatos kérdés pontszáma;3 pont;NULL;m400,m430,m406,m416,m765,m769,m407,m417,m766,m767,m770,m556,
m399;10;Megerolteto testmozgással kapcsolatos kérdés pontszáma;4 pont;NULL;m400,m430,m406,m416,m765,m769,m407,m417,m766,m767,m770,m556,
m399;11;Megerolteto testmozgással kapcsolatos kérdés pontszáma;6 pont;NULL;m400,m430,m406,m416,m765,m769,m407,m417,m766,m767,m770,m556,
m399;12;Megerolteto testmozgással kapcsolatos kérdés pontszáma;8 pont;NULL;m400,m430,m406,m416,m765,m769,m407,m417,m766,m767,m770,m556,
m399;13;Megerolteto testmozgással kapcsolatos kérdés pontszáma;9 pont;NULL;m400,m430,m406,m416,m765,m769,m407,m417,m766,m767,m770,m556,
m399;14;Megerolteto testmozgással kapcsolatos kérdés pontszáma;12 pont;NULL;m400,m430,m406,m416,m765,m769,m407,m417,m766,m767,m770,m556,
m399;15;Mióta végez rendszeres megeroltetõ testmozgást?;ismeretlen;NULL;m400,m430,m406,m416,m765,m769,m407,m417,m766,m767,m770,m556,
m400;-1;Mióta végez rendszeres megeroltetõ testmozgást?;Soha;NULL;m406,m416,m765,m407,m417,m766,m767,m556,
m400;0;Mióta végez rendszeres megeroltetõ testmozgást?;Kevesebb, mint fél éve;NULL;m406,m416,m765,m407,m417,m766,m767,m556,
m400;1;Mióta végez rendszeres megeroltetõ testmozgást?;Fél és 1 év közöt;NULL;m406,m416,m765,m407,m417,m766,m767,m556,
m400;2;Mióta végez rendszeres megeroltetõ testmozgást?;Több mint egy éve;NULL;m406,m416,m765,m407,m417,m766,m767,m556,
m400;3;Mennyi idot tölt naponta ülõ helyzetben?;ismeretlen;NULL;m406,m416,m765,m407,m417,m766,m767,m556,
m400;4;Mennyi idot tölt naponta ülõ helyzetben?;8 óránál több;NULL;m406,m416,m765,m407,m417,m766,m767,m556,
m400;6;Mennyi idot tölt naponta ülõ helyzetben?;6-8 óra között;NULL;m406,m416,m765,m407,m417,m766,m767,m556,
m400;8;Mennyi idot tölt naponta ülõ helyzetben?;4-6 óra között;NULL;m406,m416,m765,m407,m417,m766,m767,m556,
m400;9;Mennyi idot tölt naponta ülõ helyzetben?;2-4 óra között;NULL;m406,m416,m765,m407,m417,m766,m767,m556,
m400;12;Mennyi idot tölt naponta ülõ helyzetben?;2 óránál kevesebbet;NULL;m406,m416,m765,m407,m417,m766,m767,m556,
m401;-1;Naponta hány percet tölt el járással, sétával?;ismeretlen;NULL;m406,m416,m765,m407,m417,m766,m767,m556,
m401;0;Naponta hány percet tölt el járással, sétával?;10 percnél kevesebbet;NULL;m406,m416,m765,m407,m417,m766,m767,m556,
m401;1;Naponta hány percet tölt el járással, sétával?;10-20 perc között;NULL;m406,m416,m765,m407,m417,m766,m767,m556,
m401;2;Naponta hány percet tölt el járással, sétával?;20-30 perc között;NULL;m406,m416,m765,m407,m417,m766,m767,m556,
m401;3;Naponta hány percet tölt el járással, sétával?;30 perc felett;NULL;m406,m416,m765,m407,m417,m766,m767,m556,
m402;-1;Mennyire érzi fittnek magát?;ismeretlen;NULL;m406,m416,m431,m768,m407,m417,m556,
m402;0;Mennyire érzi fittnek magát?;Nem érzem fittnek magam;NULL;m406,m416,m431,m768,m407,m417,m556,
m402;1;Mennyire érzi fittnek magát?;mérsékelten;NULL;m406,m416,m431,m768,m407,m417,m556,
m402;2;Mennyire érzi fittnek magát?;Közepesen;NULL;m406,m416,m431,m768,m407,m417,m556,
m402;4;Mennyire érzi fittnek magát?;Nagyon;NULL;m406,m416,m431,m768,m407,m417,m556,
m402;8;Mennyire érzi magát egészségesnek?;ismeretlen;NULL;m406,m416,m431,m768,m407,m417,m556,
m403;-1;Mennyire érzi magát egészségesnek?;Nem érzem egészségesnek magam;NULL;m406,m416,m432,m765,m769,m407,m417,m766,m767,m770,m556,
m403;0;Mennyire érzi magát egészségesnek?;mérsékelten;NULL;m406,m416,m432,m765,m769,m407,m417,m766,m767,m770,m556,
m403;1;Mennyire érzi magát egészségesnek?;Közepesen;NULL;m406,m416,m432,m765,m769,m407,m417,m766,m767,m770,m556,
m403;3;Mennyire érzi magát egészségesnek?;Nagyon;NULL;m406,m416,m432,m765,m769,m407,m417,m766,m767,m770,m556,
m403;4;Fizikai aktivitás kérdõív számított összpontszáma;hiányos kitöltés;NULL;m406,m416,m432,m765,m769,m407,m417,m766,m767,m770,m556,
